"لِكُلِّ إِنْسانٍ الحَقُّ في الوُجودِ والحُرِّيَّةِ والأمْنِ، والحَقُّ في حُرِّيَّةِ الرَّأْيِ والتَّعْبيرِ بِدونِ تَمْيِيزٍ بِسَبَبِ العُنْصُرِ أَوِ اللَّوْنِ أَوِ الجِنْسِ أَوِ الثَّقافَةِ أَوِ الدِّينِ أَوِ الرَّأْيِ","ADP+NOUN NOUN NOUN ADP NOUN CCONJ+NOUN CCONJ+NOUN PUNCT CCONJ+NOUN ADP NOUN NOUN CCONJ+NOUN ADP+NOUN NOUN ADP+NOUN NOUN CCONJ NOUN CCONJ NOUN CCONJ NOUN CCONJ NOUN CCONJ NOUN"
"طَائِرٌ مِنْ فَصيلَةِالوَزِّيَّاتِ، مِنْ رُتْبةِ الكَفِّيَّاتِ، لَهُ مِنْقارٌ عَريضٌ مُلَوَّنٌ، قَصيرُ العُنُقِ والرِّجْلَيْنِ، طَويلُ الأجْنِحَةِ، يَخْتَلِفُ عَنِ الإِوَزِّ، وَإِنْ كانَ يُشْبِهُهُ وَهُوَ طائِرٌ مائِيٌّ لَهُ قُدْرَةٌ على الطَّيَران","NOUN ADP PROPN PUNCT ADP NOUN PROPN PUNCT ADP+PRON NOUN ADJ ADJ PUNCT ADJ NOUN PART+NOUN PUNCT ADJ NOUN PUNCT VERB ADP NOUN PUNCT CCONJ+SCONJ VERB VERB+PRON CCONJ+PRON NOUN NOUN+PRON ADP+PRON NOUN ADP NOUN"
"يَبْلُغُ عَدَدُ حُروفِ هِجاءِ اللُّغَةِ العَرَبِيَّةِ ثَمانِيَةً وَعِشْرينَ حَرْفاً هي: ا ب ت ث ج ح خ د ذ ر ز س ش ص ض ط ظ ع غ ف ق ك ل م ن هـ و ي. وَهُوَ ما يُسَمَّى بِحُروفِ الْمَبانِ","VERB NOUN NOUN NOUN NOUN ADJ NUM CCONJ+NOUN NOUN PRON PUNCT NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN ADP NOUN NOUN NOUN CCONJ NOUN PUNCT CCONJ+PRON PRON VERB ADP+NOUN PROPN"
"اِنْقَشَعَ السّحابُ» لا مَحَلَّ لها مِنَ الإِعْرابِ لأَنَّها جُمْلَةٌ اِبْتِدائِيَّةٌ، والجُمَلُ التي لها مَحَلٌّ مِنَ الإِعْرابِ، هي التي تَحَلُّ مَحَلَّ مُفْرَدٍ، أي ما لَيْس جُمْلَةً ولا شِبْهَ جُمْلَة","VERB PROPN PUNCT PART NOUN ADP+PRON ADP NOUN ADP+SCONJ+PRON NOUN NOUN+PRON PUNCT CCONJ+NOUN PRON ADP+PRON NOUN ADP NOUN PUNCT PRON PRON VERB NOUN NOUN PUNCT PRON PRON VERB NOUN CCONJ+PART NOUN NOUN"
"جَمَاعَةٌ مِنَ النَّاسِ تَجْمَعُهُمْ رَوَابِطُ تَارِيخِيَّةٌ مُشْتَرَكَةٌ، قَدْ يَكُونُ فِيهَا مَا هُوَ لُغَوِيٌّ أوْ دِينِيٌّ أوِ اقْتِصَادِيٌّ وَلَهُمْ أهْدَافٌ مُشْتَرَكَةٌ فِي العَقِيدَةِ أَوِ السِّيَاسَةِ أَوِ الاقْتِصَاد","NOUN ADP NOUN VERB+PRON NOUN ADJ ADJ PUNCT AUX VERB ADP+PRON PRON PRON ADJ CCONJ ADJ CCONJ ADJ CCONJ+ADP+PRON NOUN ADJ ADP NOUN CCONJ NOUN CCONJ NOUN"
"لِكُلِّ إنْسَانٍ حَقُّ التَّمَتُّعِ بِكَافَّةِ الحُقُوقِ وَالحُرِّيَّاتِ دُونَ أيِّ تَمْيِيزٍ، كَالتَّمْيِيزِ بَيْنَ العُنْصُرِ أَوِ اللوْنِ أو الجِنْسِ أَوِ الدِّينِ أوِ الرَّأيِ السِّيَاسِيِّ أَوْ أَيِّ رَأيٍ آخَرَ","ADP+NOUN NOUN NOUN NOUN ADP+NOUN+PRON NOUN CCONJ+NOUN NOUN PRON NOUN PUNCT ADP+NOUN NOUN NOUN CCONJ NOUN CCONJ NOUN CCONJ NOUN CCONJ NOUN ADJ CCONJ PRON NOUN ADJ"
"حَيَوَانٌ مِنْ فَصِيلَةِ الكَلْبِيَّاتِ مِنْ رُتْبَةِ الضَّوَارِي، لَهُ خَطْمٌ قَصِيرٌ وَذَنَبٌ طَوِيلٌ، يَتَسَاقَطُ شَعْرُهُ مَرَّةً فِي كُلِّ سَنَةٍ، يُعْرَفُ فِي الحِكَايَاتِ وَالقِصَصِ بِخِدَاعِهِ وتَحَايُلِه","NOUN ADP NOUN+PRON PROPN ADP NOUN NOUN PUNCT ADP+PRON NOUN ADJ SCONJ+NOUN ADJ PUNCT VERB NOUN+PRON NOUN ADP NOUN NOUN PUNCT VERB ADP NOUN PART+NOUN ADP+NOUN+PRON SCONJ+NOUN+PRON"
"مَرَضٌ عَصَبِيٌّ». وَمِنْهَا مَا هُوَ اجْتِمَاعِيٌّ، أَيْ مَا يُخْرِجُ الكَائِنَ الْحَيَّ عَنْ حَدِّ الاعْتِدَالِ مِنْ نِفَاقٍ أَوْ تَقْصِيرٍ فِي الأَمْرِ . فِي قُلُوبِهِمْ مَرَضٌ فَزَادَهُمُ اللَّهُ مَرَضا","NOUN NOUN+PRON PUNCT PUNCT CCONJ+ADP+PRON PRON PRON ADJ PUNCT PRON PRON VERB NOUN NOUN ADP NOUN NOUN ADP VERB CCONJ NOUN ADP NOUN PUNCT ADP NOUN+PRON NOUN CCONJ+VERB+PRON PROPN NOUN"
"مَقَامُ النَّغَمِ». هُوَ مَجْمُوعَةٌ سُلَّمِيَّةٌ مِنَ النَّغَمَاتِ الْمُتَتَابِعَةِ تُقَدَّرُ بِسَبْعِ نَغَمَاتٍ، وكُلُّ مَقَامٍ مُوسِيقِيٍّ لَهُ أَبْعَادٌ تَخْتَلِفُ عَنْ بَقِيَّةِ الْمَقَامَاتِ الأُخْرَ","NOUN NOUN PUNCT PUNCT PRON NOUN ADJ ADP NOUN NOUN VERB ADP+NOUN NOUN PUNCT CCONJ+NOUN NOUN ADJ ADP+PRON NOUN VERB ADP NOUN NOUN ADJ"
"وأَحْسَنُ مَا تُوصَفُ بِهِ الكَرَامَةُ عَلَى مَذْهَبِهَا أَنَّهَا كِسْوَةٌ اجْتِمَاعِيَّةٌ ولاَ يَخْلَعُهَا الْمَرْءُ فِي الْمَجَالِسِ ولاَ يَلْبَسُهَا مُمَزَّقَةً أَوْ مُرَقَّعَةً أو مَوْصُومَةً","SCONJ+VERB PRON VERB ADP+PRON NOUN ADP NOUN+PRON SCONJ+PRON VERB+PRON ADJ CCONJ+PART VERB+PRON NOUN ADP NOUN CCONJ+PART VERB+PRON PROPN CCONJ NOUN CCONJ PROPN"
