159,0.8114699227817657,"التي تزداد يوما بعد يوم","PRON VERB NOUN ADV NOUN","20000715_AFP_ARB.0049:12",26,30,"CCONJ VERB PROPN SCONJ NOUN NOUN NOUN ADJ ADV NOUN ADJ NOUN PRON PUNCT NOUN NOUN ADJ PUNCT CCONJ NOUN NOUN ADP NOUN NOUN ADJ <mask> PUNCT"
159,0.8365048576220311,"التي دخلت البرلمان بقوة","PRON VERB NOUN ADP NOUN","20000715_AFP_ARB.0061:10",9,13,"CCONJ ADP NOUN PRON VERB NOUN NOUN ADJ <mask> PUNCT ADP NOUN NOUN PRON NOUN ADP NOUN ADJ PUNCT"
159,1.0,"الذين يعملون في وزارة الداخلية","PRON VERB ADP NOUN NOUN","ANN20020115.0007:19",20,24,"CCONJ VERB NOUN ADJ PUNCT CCONJ PRON NOUN PROPN PROPN CCONJ NOUN PROPN PROPN CCONJ NOUN PROPN PROPN PUNCT <mask> PUNCT NOUN PUNCT NOUN PRON VERB ADP NOUN NOUN ADP NOUN PUNCT CCONJ NOUN PRON ADJ NOUN NUM NOUN PUNCT"
159,1.0,"الذي يشارك في وفد الوساطة","PRON VERB ADP NOUN NOUN","ANN20020115.0010:5",9,13,"CCONJ VERB NOUN ADJ ADV PROPN PROPN PROPN <mask> PUNCT ADP NOUN PUNCT PUNCT AUX VERB NOUN NOUN ADP NOUN PROPN CCONJ NOUN NOUN ADJ ADJ PROPN PROPN PUNCT PUNCT"
159,0.8365048576220311,"الذي عين وزيرا للثقافة","PRON VERB NOUN ADP NOUN","ANN20020115.0014:10",72,76,"CCONJ VERB NOUN ADJ NOUN NOUN ADJ ADJ PROPN PROPN PRON VERB NOUN NOUN ADP NOUN NOUN NOUN PUNCT CCONJ NOUN NOUN ADJ NOUN PROPN PROPN PRON VERB NOUN NOUN ADJ CCONJ NOUN ADJ PUNCT CCONJ NOUN NOUN ADJ PROPN PROPN PROPN PRON VERB ADP PRON NOUN NOUN PUNCT CCONJ NOUN ADJ ADP NOUN ADJ PROPN PROPN PRON VERB NOUN NOUN ADP NOUN ADJ PUNCT ADP NOUN CCONJ NOUN PROPN PROPN <mask> PUNCT"
159,1.0,"التي تعلّق على الشركة الام","PRON VERB ADP NOUN NOUN","ANN20020115.0019:18",30,34,"ADV VERB PRON VERB NOUN ADP PROPN ADP NOUN ADP PUNCT NOUN PUNCT ADJ CCONJ ADJ PUNCT ADP NOUN NOUN ADP NOUN NOUN NOUN CCONJ NOUN PUNCT NOUN PUNCT <mask> PUNCT ADP VERB ADP ADJ PRON AUX VERB PRON ADV VERB CCONJ PRON VERB NOUN NOUN CCONJ NOUN CCONJ NOUN CCONJ NOUN CCONJ NOUN PUNCT"
159,1.0,"التي تعاملت مع برنامج التمويل","PRON VERB ADV NOUN NOUN","ANN20020115.0075:10",7,11,"CCONJ PROPN PRON ADP NOUN ADJ <mask> CCONJ AUX VERB PRON ADP NOUN NOUN PRON ADV PROPN PUNCT SCONJ VERB NOUN PRON NOUN ADV NUM NOUN VERB ADV NOUN PUNCT"
159,0.8365048576220311,"التي تذهب اهدارا في البحر","PRON VERB NOUN ADP NOUN","ANN20020115.0080:16",98,102,"CCONJ VERB NOUN PROPN PUNCT PUNCT ADP NOUN PRON VERB ADP PRON NOUN PROPN NOUN ADP NOUN PRON CCONJ NOUN PRON CCONJ NOUN PRON VERB NOUN NOUN ADP NOUN VERB ADP PRON NOUN PRON ADV NOUN PRON CCONJ NOUN PRON ADV NOUN PRON PUNCT CCONJ PRON NOUN NOUN PROPN PRON AUX VERB DET NOUN CCONJ AUX VERB NOUN PRON ADJ NOUN PUNCT NOUN PUNCT PUNCT DET NOUN NOUN ADP PROPN ADJ CCONJ ADJ CCONJ PRON NOUN ADJ ADV VERB ADP NOUN PROPN ADJ ADP NOUN NOUN ADJ PUNCT ADP SCONJ PRON ADJ AUX PROPN VERB ADP NOUN <mask> ADP VERB NOUN PRON ADP PROPN PUNCT"
159,0.8518879189962181,"من المتعثرين الذين غادروا البلاد","ADP NOUN PRON VERB NOUN","UMAAH_UM.ARB_20010721-e.0018:4",76,80,"CCONJ VERB PUNCT PROPN PUNCT SCONJ NOUN VERB ADP NOUN NOUN ADJ ADP NOUN NOUN VERB ADP NUM NOUN PUNCT ADJ VERB NOUN NOUN NOUN ADP NOUN ADP ADV NOUN NOUN PUNCT NOUN NOUN PUNCT CCONJ NOUN ADP NOUN NOUN ADJ ADP NOUN ADP NOUN ADP ADV NOUN NOUN ADJ ADP PRON PUNCT NOUN ADP NOUN NOUN ADJ NOUN NOUN ADP NOUN ADJ ADP NOUN NOUN ADP ADV NOUN ADP NOUN PRON VERB ADV NOUN <mask> PUNCT"
159,1.0,"الذي يعمل في وزارة الداخلية","PRON VERB ADP NOUN NOUN","UMAAH_UM.ARB_20020113-a.0001:9",9,13,"CCONJ AUX PROPN PROPN PUNCT NUM NOUN PUNCT <mask> VERB ADV NOUN PRON SCONJ PRON AUX VERB NOUN ADV NOUN NOUN PRON VERB NOUN PRON PUNCT"
158,0.6130246252438301,"سوى دفع الاوضاع الى الانفجار","ADV NOUN NOUN ADP NOUN","20000715_AFP_ARB.0013:6",29,33,"CCONJ VERB ADP SCONJ PUNCT NOUN ADJ PRON VERB PROPN ADP NOUN PRON ADV VERB ADV NOUN CCONJ ADJ CCONJ NOUN CCONJ ADV AUX ADP PRON PART NOUN <mask> PUNCT PUNCT"
158,1.0,"من كتاب دولة لدى الرئاسة","ADP NOUN NOUN ADV NOUN","20000715_AFP_ARB.0054:3",10,14,"CCONJ VERB NOUN ADJ ADP NUM NOUN CCONJ NUM <mask> PUNCT"
158,1.0,"من كتاب دولة لدى الرئاسة","ADP NOUN NOUN ADV NOUN","20000715_AFP_ARB.0061:3",10,14,"CCONJ VERB NOUN ADJ ADP NUM NOUN CCONJ NUM <mask> PUNCT"
158,0.7342230425497336,"قبل الاعلان عن نتائج الانتخابات","ADV NOUN ADP NOUN NOUN","20000715_AFP_ARB.0061:9",14,18,"CCONJ AUX VERB NOUN NOUN ADJ ADP NOUN CCONJ SCONJ NOUN NOUN VERB <mask> SCONJ NOUN NOUN ADP NOUN ADJ NOUN ADV ADJ PRON AUX NOUN NOUN NOUN PUNCT"
158,1.0,"بتباين الآراء حول الارهاب","ADP NOUN NOUN ADV NOUN","ANN20020115.0043:21",14,18,"VERB NOUN ADJ ADJ ADJ ADP SCONJ NOUN ADJ PUNCT ADJ ADV VERB <mask> PUNCT"
158,0.5851105724318989,"هي الاساس في حال الطقس","PRON NOUN ADP NOUN NOUN","ANN20020115.0058:3",14,18,"ADP SCONJ DET AUX ADV VERB NOUN NOUN ADP NOUN NOUN ADJ PRON <mask> PUNCT"
158,0.5590460880344278,"بحرق بعضهم البعض","ADP NOUN NOUN PRON NOUN","ANN20020115.0095:8",15,19,"CCONJ NOUN ADJ VERB ADP NOUN NOUN ADP NOUN PUNCT ADP PRON VERB NOUN <mask> PUNCT NOUN ADP SCONJ VERB NOUN ADJ NOUN NOUN PUNCT"
158,0.6130246252438301,"دون أي شعور بالأخطاء","ADV NOUN NOUN ADP NOUN","UMAAH_UM.ARB_20020113-a.0002:3",64,68,"NOUN ADJ PUNCT ADV VERB PROPN ADP NOUN ADP NOUN PRON CCONJ NOUN PRON PUNCT PART ADP NOUN NOUN NOUN ADJ PUNCT ADP SCONJ PRON AUX VERB NOUN NOUN PRON VERB ADV PRON ADV NUM PROPN PUNCT ADP NOUN PUNCT CCONJ NOUN ADP NOUN NOUN PRON ADP PROPN PUNCT ADP NOUN NOUN ADJ PUNCT VERB PART NOUN PRON ADV NOUN ADJ ADJ PART <mask> PUNCT ADV INTJ SCONJ AUX NOUN PRON PART ADP PROPN PUNCT CCONJ ADP NOUN ADV NOUN VERB VERB ADP NOUN ADJ PUNCT ADP NOUN SCONJ NOUN ADJ VERB PART NOUN PRON ADJ PUNCT ADJ NOUN NOUN PUNCT CCONJ PRON ADV VERB VERB NOUN ADP NOUN NOUN PUNCT PROPN PUNCT CCONJ VERB ADP PUNCT NOUN NOUN PUNCT ADJ PUNCT ADP NOUN PRON PUNCT SCONJ NOUN ADJ VERB ADP PRON PUNCT CCONJ VERB NOUN ADV NOUN PUNCT"
158,1.0,"لتحريض الجماهير ضد الحكومة","ADP NOUN NOUN ADV NOUN","UMAAH_UM.ARB_20020113-a.0010:1",73,77,"VERB NOUN ADJ ADJ ADP NUM ADP ADJ NOUN NOUN PUNCT NOUN ADJ PUNCT ADP NOUN PRON NOUN ADJ ADP NOUN NOUN PUNCT CCONJ PRON ADJ NOUN ADP NOUN PUNCT NOUN PROPN PROPN CCONJ NOUN PRON ADP NOUN NOUN NOUN PRON VERB ADV PRON NOUN ADP NOUN PUNCT NOUN ADP NOUN ADJ VERB ADP NOUN NOUN NOUN ADJ ADP NOUN CCONJ NOUN NOUN VERB ADP NOUN CCONJ NOUN NOUN ADP NOUN ADJ <mask> PUNCT PUNCT CCONJ VERB PUNCT PROPN PUNCT NOUN CCONJ VERB PRON ADP SCONJ PRON PUNCT ADV ADJ PUNCT PUNCT"
158,0.7342230425497336,"نحو العطاء لمصلحة النصر","ADV NOUN ADP NOUN NOUN","UMAAH_UM.ARB_20020113-a.0020:3",33,37,"CCONJ VERB PUNCT PUNCT PRON ADV NOUN ADP PROPN PUNCT CCONJ NOUN ADP NOUN CCONJ CCONJ NOUN ADP NOUN NOUN PUNCT SCONJ NOUN NOUN NOUN ADJ CCONJ PRON ADJ CCONJ NOUN VERB <mask> PUNCT PUNCT"
158,1.0,"على التظاهر ضد سياسات الحكومة","ADP NOUN ADV NOUN NOUN","UMAAH_UM.ARB_20020120-a.0007:1",45,49,"NUM PUNCT ADP NOUN ADJ ADP NOUN VERB NOUN VERB ADP NOUN PUNCT NOUN ADJ PUNCT ADP NOUN PROPN ADV NOUN ADJ VERB ADP NOUN PRON NUM ADP NOUN PUNCT PROPN PUNCT ADP PROPN ADP NOUN ADJ ADP NOUN ADJ ADV PRON PUNCT NOUN <mask> PUNCT PUNCT CCONJ VERB NOUN SCONJ NOUN PUNCT ADV VERB ADP NOUN NOUN PUNCT PUNCT CCONJ VERB NOUN NOUN ADP NOUN ADP NOUN PRON ADP NOUN X PROPN CCONJ VERB NOUN VERB ADP PRON NOUN ADP NOUN SCONJ PRON PUNCT ADP NOUN NOUN NOUN VERB NOUN CCONJ VERB NOUN ADJ CCONJ ADJ ADP PRON ADP NOUN ADP ADJ ADV NOUN PUNCT PUNCT"
157,1.0,"وصل اليها اليوم السبت","VERB ADP PRON NOUN NOUN","20000715_AFP_ARB.0060:1",24,28,"PROPN NUM PUNCT PROPN PROPN PROPN PUNCT PUNCT VERB NOUN ADJ ADJ PROPN PROPN ADP NOUN PRON ADP NOUN ADP PROPN PUNCT PRON <mask> PUNCT CCONJ NOUN ADP NOUN PROPN ADV AUX VERB ADP NOUN ADJ ADP NOUN NOUN NOUN ADP NOUN ADJ CCONJ VERB ADP SCONJ PRON AUX VERB PUNCT ADP NOUN ADJ PUNCT PUNCT"
157,1.0,"نيطت به حقيبة الاعلام","VERB ADP PRON NOUN NOUN","ANN20020115.0014:10",44,48,"CCONJ VERB NOUN ADJ NOUN NOUN ADJ ADJ PROPN PROPN PRON VERB NOUN NOUN ADP NOUN NOUN NOUN PUNCT CCONJ NOUN NOUN ADJ NOUN PROPN PROPN PRON VERB NOUN NOUN ADJ CCONJ NOUN ADJ PUNCT CCONJ NOUN NOUN ADJ PROPN PROPN PROPN PRON <mask> PUNCT CCONJ NOUN ADJ ADP NOUN ADJ PROPN PROPN PRON VERB NOUN NOUN ADP NOUN ADJ PUNCT ADP NOUN CCONJ NOUN PROPN PROPN PRON VERB NOUN ADP NOUN PUNCT"
